player_id,player_name,club_id,birth_date,nationality,market_value,num_appearances
886,Jens Langeneke,38,1977-03-29,Germany,100000.0,49
892,Heinz Müller,39,1978-05-30,Germany,200000.0,46
933,Ugur Inceman,2293,1981-05-25,Turkey,50000.0,69
992,Christian Weber,38,1983-09-15,Germany,50000.0,58
1073,Manuel Friedrich,16,1979-09-13,Germany,500000.0,37
1075,Andriy Voronin,121,1979-07-21,Ukraine,500000.0,47
1083,Julian de Guzmán,128,1981-03-25,Canada,250000.0,4
1094,Emanuel Pogatetz,4,1983-01-16,Austria,200000.0,14
1095,Peer Kluge,44,1980-11-22,Germany,125000.0,1
1116,Thomas Kleine,65,1977-12-28,Germany,250000.0,6
1122,Sven Neuhaus,41,1978-04-04,Germany,200000.0,9
1126,Matthias Lehmann,3,1983-05-28,Germany,250000.0,2
1139,Nikolce Noveski,39,1979-04-28,North Macedonia,500000.0,7
1144,Christofer Heimeroth,18,1981-08-01,Germany,100000.0,20
1150,Raphael Schäfer,4,1979-01-30,Germany,200000.0,12
1161,Javier Zanetti,46,1973-08-10,Argentina,1000000.0,15
1197,Peter Graulund,678,1976-09-20,Denmark,250000.0,40
1257,Michael Ratajczak,127,1982-04-16,Germany,50000.0,62
1277,Clemens Fritz,86,1980-12-07,Germany,750000.0,45
1321,Jermaine Jones,114,1981-11-03,United States,600000.0,49
1323,Martin Amedick,24,1982-09-06,Germany,300000.0,8
1327,Alou Diarra,1159,1981-07-15,France,250000.0,71
1331,Kevin Kuranyi,533,1982-03-02,Germany,1250000.0,8
1335,Steven Cherundolo,42,1979-02-19,United States,750000.0,56
1363,Christian Wetklo,33,1980-01-11,Germany,50000.0,18
1368,Guy Demel,1519,1981-06-13,Cote d'Ivoire,150000.0,30
1381,Maik Franz,44,1981-08-05,Germany,300000.0,48
1397,Michael Owen,512,1979-12-14,England,1000000.0,75
1423,Lars Jacobsen,855,1979-09-20,Denmark,500000.0,36
1426,Cacau,79,1981-03-27,Germany,350000.0,2
1428,Mike Hanke,60,1983-11-05,Germany,1000000.0,4
1443,Christian Poulsen,190,1980-02-28,Denmark,400000.0,50
1474,Tim Wiese,533,1981-12-17,Germany,500000.0,6
1496,Heiko Butscher,24,1980-07-28,Germany,200000.0,63
1532,Wesley Sonck,28643,1978-08-09,Belgium,200000.0,13
1560,Youssef El Akchaoui,306,1981-02-18,Morocco,350000.0,62
1565,Alexander Meier,24,1983-01-17,Germany,300000.0,27
1568,Stefan Reisinger,38,1981-09-14,Germany,500000.0,49
1572,Andreas Wolf,162,1982-06-12,Germany,500000.0,29
1573,Thomas Hitzlsperger,29,1982-04-05,Germany,1000000.0,70
1586,Christian Schulz,42,1983-04-01,Germany,100000.0,62
1587,Mario Eggimann,42,1985-07-17,Switzerland,400000.0,28
1606,Morten Rasmussen,2414,1985-03-26,Denmark,50000.0,22
1613,Vivian,855,1982-04-05,Brazil,100000.0,68
1659,Dennis Kruppke,23,1980-04-01,Germany,400000.0,55
1662,Sascha Riether,33,1983-03-23,Germany,300000.0,14
1667,Diego Benaglio,162,1983-09-08,Switzerland,250000.0,48
1684,Milorad Pekovic,65,1977-08-05,Montenegro,150000.0,21
1716,David Odonkor,6996,1984-02-21,Germany,500000.0,55
1725,Jesper Christiansen,173,1978-04-24,Denmark,50000.0,46
1726,Heiko Westermann,610,1983-08-14,Germany,400000.0,52
1743,Patrick Platins,105,1983-04-19,Germany,250000.0,28
1772,Du-ri Cha,38,1980-07-25,"Korea, South",825000.0,27
1784,René Adler,39,1985-01-15,Germany,500000.0,25
1791,Halil Altintop,167,1982-12-08,Turkey,200000.0,75
1792,Hamit Altintop,105,1982-12-08,Turkey,300000.0,37
1841,Ali Bilgin,10484,1981-12-17,Turkey,175000.0,47
1896,Ahmet Cebe,19771,1983-05-02,Germany,50000.0,0
1944,Deniz Dogan,23,1980-10-10,Turkey,75000.0,43
1986,Markus Feulner,167,1982-02-12,Germany,100000.0,4
2048,Philipp Haastrup,403,1982-03-05,Germany,100000.0,16
2050,Nelson Valdez,24,1983-11-28,Paraguay,100000.0,49
2138,Mladen Kascelan,40426,1983-02-13,Montenegro,25000.0,60
2148,Erdal Kilicaslan,2944,1984-08-23,Germany,400000.0,16
2150,Oliver Kirch,16,1982-08-21,Germany,500000.0,25
2154,Patric Klandt,4,1983-09-29,Germany,50000.0,41
2201,Lukas Kruse,127,1983-07-09,Germany,100000.0,26
2219,Philipp Lahm,27,1983-11-11,Germany,11000000.0,6
2233,Christian Lell,3368,1984-08-29,Germany,800000.0,5
2306,Markus Miller,42,1982-04-08,Germany,300000.0,49
2309,Zvjezdan Misimovic,121,1982-06-05,Bosnia-Herzegovina,700000.0,34
2334,Marcel Ndjeng,44,1982-05-06,Cameroon,50000.0,54
2358,Patrick Ochs,82,1984-05-14,Germany,200000.0,72
2374,Patrick Owomoyela,16,1979-11-05,Germany,200000.0,48
2386,Marjan Petkovic,23,1979-05-22,Germany,200000.0,29
2421,Michael Rensing,38,1984-05-14,Germany,300000.0,67
2453,Mahir Saglik,127,1983-01-18,Turkey,50000.0,10
2514,Bastian Schweinsteiger,985,1984-08-01,Germany,1000000.0,42
2583,Thorsten Stuckmann,2760,1981-03-17,Germany,100000.0,68
2587,Elyasa Süme,524,1983-08-13,Turkey,25000.0,67
2623,Piotr Trochowski,167,1984-03-22,Germany,750000.0,50
2703,Morten Skoubo,173,1980-06-30,Denmark,300000.0,10
2712,Nando Rafael,38,1984-01-10,Angola,250000.0,26
2726,Romuald Peiser,2990,1979-08-03,France,75000.0,61
2767,Alexander Madlung,24,1982-07-11,Germany,250000.0,26
2805,Christian Pander,42,1983-08-28,Germany,250000.0,33
2857,Eldin Jakupovic,29,1984-10-02,Switzerland,100000.0,24
2865,Stephan Lichtsteiner,167,1984-01-16,Switzerland,800000.0,5
2874,Mladen Petric,265,1981-01-01,Croatia,600000.0,58
2878,Yassin Mikari,750,1983-01-09,Tunisia,150000.0,3
2899,Hervé Tum,2292,1979-02-15,Cameroon,250000.0,73
2904,Rafa Márquez,276,1979-02-13,Mexico,800000.0,52
2923,Andreas Ivanschitz,3368,1983-10-15,Austria,200000.0,18
2926,György Garics,105,1984-03-08,Austria,100000.0,40
2950,Robert Almer,42,1984-12-07,Austria,250000.0,38
2953,Paul Scharner,41,1980-03-11,Austria,1500000.0,20
2956,Roland Linz,68608,1981-08-09,Austria,500000.0,75
2963,Martín Demichelis,714,1980-12-20,Argentina,200000.0,24
2998,Robert Huth,1003,1984-08-18,Germany,2500000.0,5
2999,Chris Iwelumo,2578,1978-08-01,Scotland,250000.0,54
3059,Ekrem Dag,524,1980-12-05,Austria,100000.0,54
3098,Olof Mellberg,190,1977-09-03,Sweden,300000.0,35
3109,Steven Gerrard,31,1980-05-30,England,1750000.0,16
3114,Jan Schlaudraff,42,1983-07-18,Germany,750000.0,32
3115,David Bellion,40,1982-11-27,France,250000.0,48
3118,Kieron Dyer,1039,1978-12-29,England,500000.0,8
3120,Richard Wright,281,1977-11-05,England,250000.0,14
3130,Titus Bramble,289,1981-07-31,England,2000000.0,10
3131,Kevin Phillips,873,1973-07-25,England,250000.0,26
3132,Florin Cernat,126,1980-03-10,Romania,100000.0,47
3139,David Beckham,583,1975-05-02,England,1000000.0,7
3146,Shay Given,512,1976-04-20,Ireland,250000.0,57
3151,Carlo Cudicini,148,1973-09-06,Italy,500000.0,72
3156,William Gallas,148,1977-08-17,France,500000.0,40
3159,Valerio Di Cesare,130,1983-05-23,Italy,200000.0,37
3160,John Terry,631,1980-12-07,England,1000000.0,9
3163,Frank Lampard,281,1978-06-20,England,1000000.0,59
3165,Cris,141,1977-06-03,Brazil,250000.0,55
3170,Simon Cziommer,1304,1980-11-06,Germany,400000.0,50
3172,Quique de Lucas,940,1978-08-17,Spain,100000.0,72
3176,Eidur Gudjohnsen,2282,1978-09-15,Iceland,200000.0,12
3179,Carlton Cole,371,1983-10-12,England,500000.0,43
3182,Ashley Cole,12,1980-12-20,England,500000.0,1
3190,Stuart Taylor,180,1980-11-28,England,250000.0,67
3195,Jermaine Pennant,512,1983-01-15,England,500000.0,62
3201,Stathis Tavlaridis,265,1980-01-25,Greece,150000.0,36
3202,Kolo Touré,371,1981-03-19,Cote d'Ivoire,1750000.0,48
3205,David Bentley,1083,1984-08-27,England,3000000.0,14
3216,Milan Baros,589,1981-10-28,Czech Republic,250000.0,30
3220,John Arne Riise,931,1980-09-24,Norway,700000.0,4
3226,Nicolas Anelka,984,1979-03-14,France,1000000.0,19
3233,Chris,533,1978-08-25,Brazil,300000.0,7
3235,Rio Ferdinand,1039,1978-11-07,England,1000000.0,39
3251,Stephen Hughes,370,1982-11-14,Scotland,275000.0,37
3256,Roberto Hilbert,15,1984-10-16,Germany,100000.0,2
3259,Damien Duff,931,1979-03-02,Ireland,600000.0,38
3266,Jérémie Aliadière,1158,1983-03-30,France,500000.0,57
3269,Calvin Zola,370,1984-12-31,DR Congo,300000.0,55
3270,Joseph Yobo,1123,1980-09-06,Nigeria,750000.0,58
3271,Luke Young,1039,1979-07-19,England,500000.0,14
3273,Matthew Upson,1003,1979-04-18,England,250000.0,56
3276,Shola Ameobi,873,1981-10-12,Nigeria,500000.0,67
3287,Steve Banks,2578,1972-02-09,England,50000.0,26
3291,Gareth Barry,984,1981-02-23,England,325000.0,17
3292,Joey Barton,1132,1982-09-02,England,1000000.0,42
3296,Paul Konchesky,1003,1981-05-15,England,250000.0,37
3297,Craig Bellamy,603,1979-07-13,Wales,1000000.0,14
3306,Jonathan Walters,1132,1983-09-20,Ireland,1500000.0,27
3310,Nicky Weaver,370,1979-03-02,England,250000.0,48
3321,Luke Wilkshire,3725,1981-10-02,Australia,100000.0,12
3322,Ben Williams,903,1982-08-27,England,100000.0,33
3332,Wayne Rooney,985,1985-10-24,England,2000000.0,5
3333,James Milner,1237,1986-01-04,England,1000000.0,12
3354,Jonathan Blondel,2282,1984-04-03,Belgium,500000.0,0
3356,Sylvain Distin,989,1977-12-16,France,750000.0,33
3357,Mark Schwarzer,1003,1972-10-06,Australia,500000.0,42
3366,Kaká,5,1982-04-22,Brazil,1000000.0,62
3391,Markus Neumayr,10484,1986-03-26,Germany,200000.0,16
3395,Gábor Babos,132,1974-10-24,Hungary,50000.0,67
3397,Paul Scholes,985,1974-11-16,England,1000000.0,57
3404,Phil Neville,29,1977-01-21,England,1000000.0,45
3405,Wes Brown,289,1979-10-13,England,500000.0,20
3406,Ryan Giggs,985,1973-11-29,Wales,1000000.0,30
3411,Pablo Aimar,294,1979-11-03,Argentina,500000.0,30
3413,Rodrigo Tello,2292,1979-10-14,Chile,200000.0,24
3417,Nicolás Burdisso,416,1981-04-12,Argentina,300000.0,50
3428,Dejan Stankovic,46,1978-09-11,Serbia,500000.0,10
3441,Timmy Simons,2282,1976-12-11,Belgium,100000.0,55
3447,Ragnvald Soma,2778,1979-11-10,Norway,100000.0,18
3455,Zlatan Ibrahimović,5,1981-10-03,Sweden,2000000.0,17
3458,Lomana LuaLua,19771,1980-12-28,DR Congo,200000.0,62
3461,Jermaine Jenas,1039,1983-02-18,England,1500000.0,74
3466,Kevin Stuhr-Ellegaard,1053,1983-05-23,Denmark,100000.0,28
3467,Shaun Wright-Phillips,1039,1981-10-25,England,100000.0,59
3473,Thomas Sörensen,512,1976-06-12,Denmark,250000.0,55
3476,Brad Friedel,148,1971-05-18,United States,750000.0,63
3480,Hugo Viana,1075,1983-01-15,Portugal,3000000.0,63
3495,Dudu Aouate,237,1977-10-17,Israel,100000.0,57
3507,Christian Abbiati,5,1977-07-08,Italy,500000.0,9
3515,Mark van Bommel,383,1977-04-22,Netherlands,800000.0,49
3525,Sylvain Armand,273,1980-08-01,France,250000.0,1
3530,Jan Polak,82,1981-03-14,Czech Republic,100000.0,42
3531,Robert Vittek,6890,1982-04-01,Slovakia,150000.0,36
3534,Roy Carroll,683,1977-09-30,Northern Ireland,150000.0,25
3535,Ricardo,331,1971-12-30,Spain,100000.0,13
3539,Luke Steele,265,1984-09-24,England,150000.0,34
3540,John O'Shea,289,1981-04-30,Ireland,500000.0,27
3547,Darren Fletcher,512,1984-02-01,Scotland,1000000.0,46
3548,Kieran Richardson,405,1984-10-21,England,1500000.0,27
3560,Jerome Thomas,873,1983-03-23,England,250000.0,50
3562,Steve Harper,289,1975-03-14,England,250000.0,25
3564,Adam Collin,370,1984-12-09,England,250000.0,19
3569,Steed Malbranque,1162,1980-01-06,France,200000.0,41
3573,Julien Escudé,114,1979-08-17,France,800000.0,18
3575,Mickaël Landreau,595,1979-05-14,France,1750000.0,36
3580,Aaron Hughes,43,1979-11-08,Northern Ireland,200000.0,37
3583,Steve Simonsen,511,1979-04-03,England,125000.0,36
3589,Gary Naysmith,370,1978-11-16,Scotland,450000.0,8
3597,Jamie Carragher,31,1978-01-28,England,1000000.0,5
3613,Sean O'Hanlon,903,1983-01-02,England,350000.0,47
3614,Tony Hibbert,29,1981-02-20,England,500000.0,41
3620,Leon Osman,29,1981-05-17,England,1000000.0,38
3630,Paul Robinson,1132,1979-10-15,England,250000.0,71
3634,Ian Harte,1032,1977-08-31,Ireland,150000.0,28
3640,Mark Hudson,603,1982-03-30,England,500000.0,10
3666,Jason Roberts,1032,1978-01-25,Grenada,250000.0,59
3668,Lloyd Dyer,1010,1982-09-13,England,250000.0,10
3682,Wayne Bridge,281,1980-08-05,England,500000.0,44
3692,Jussi Jääskeläinen,379,1975-04-19,Finland,150000.0,32
3698,Anton Ferdinand,465,1985-02-18,England,300000.0,10
3707,Bernard Mendy,3911,1981-08-20,France,150000.0,20
3713,Massimo Maccarone,749,1979-09-06,Italy,150000.0,28
3719,Peter Enckelman,43,1977-03-10,Finland,350000.0,71
3730,Kim Källström,232,1982-08-24,Sweden,800000.0,74
3753,Georgios Theodoridis,6418,1980-07-03,Greece,250000.0,44
3755,Óscar Ustari,289,1986-07-03,Argentina,600000.0,55
3762,Peter Whittingham,603,1984-09-08,England,750000.0,61
3771,Raúl Bravo,2079,1981-04-14,Spain,100000.0,45
3775,George McCartney,379,1981-04-29,Northern Ireland,1000000.0,52
3783,Sam Parkin,465,1981-03-14,Scotland,200000.0,35
3785,Scott Parker,931,1980-10-13,England,500000.0,63
3788,Matthew Etherington,512,1981-08-14,England,1500000.0,68
3791,Gary Caldwell,1071,1982-04-12,Scotland,500000.0,66
3804,Carlo Nash,1123,1973-09-13,England,250000.0,17
3807,Richard Dunne,1039,1979-09-21,Ireland,500000.0,59
3816,Sofian Chahed,42,1983-04-18,Tunisia,500000.0,46
3817,Malik Fathi,39,1983-10-29,Germany,100000.0,47
3824,Gordon Greer,2553,1980-12-14,Scotland,200000.0,49
3825,Jay McEveley,2759,1985-02-11,Scotland,400000.0,20
3838,Boaz Myhill,984,1982-11-09,Wales,350000.0,36
3851,Jan-Ingwer Callsen-Bracker,167,1984-09-23,Germany,100000.0,71
3869,Andrew Davies,511,1984-12-17,England,250000.0,54
3875,Jermain Defoe,124,1982-10-07,England,400000.0,9
3876,Joe Cole,405,1981-11-08,England,150000.0,3
3878,Michael Carrick,985,1981-07-28,England,1000000.0,1
3881,Glen Johnson,512,1984-08-23,England,2500000.0,1
3890,Eduardo,1147,1980-08-05,Brazil,500000.0,24
3900,Henri Camara,6418,1977-05-10,Senegal,150000.0,66
3901,Pierre-Alain Frau,750,1980-04-15,France,250000.0,23
3913,Omar Daf,750,1977-02-12,Senegal,250000.0,72
3914,Pascal Feindouno,2292,1981-02-27,Guinea,75000.0,9
3916,Péguy Luyindula,583,1979-05-25,France,600000.0,42
3924,Didier Drogba,631,1978-03-11,Cote d'Ivoire,500000.0,10
3926,Marama Vahirua,7185,1980-05-12,Tahiti,400000.0,13
3942,Martin Lanig,24,1999-06-15,Germany,600000.0,29
3947,Henrik Pedersen,1177,1975-06-10,Denmark,150000.0,19
3950,Kevin Nolan,379,1982-06-24,England,2000000.0,69
3966,Djibril Cissé,595,1981-08-12,France,200000.0,27
3975,Domi Kumbela,1506,1984-04-20,DR Congo,250000.0,1
3978,Svetoslav Todorov,6996,1978-08-30,Bulgaria,300000.0,26
3979,Iker Casillas,720,1981-05-20,Spain,1000000.0,28
3989,Dmitriy Sychev,12438,1983-10-26,Russia,25000.0,55
3995,Gary O'Neil,1123,1983-05-18,England,500000.0,3
4010,Dirk Kuyt,234,1980-07-22,Netherlands,1500000.0,22
4015,Louis Saha,398,1978-08-08,France,400000.0,46
4018,Daniel Baier,167,1984-05-18,Germany,400000.0,10
4042,Brad Jones,234,1982-03-19,Australia,100000.0,30
4055,Dean Marney,1132,1984-01-31,England,800000.0,59
4056,Simon Davies,931,1979-10-23,Wales,500000.0,37
4058,Lee Barnard,180,1984-07-18,England,250000.0,43
4063,Stewart Downing,641,1984-07-22,England,200000.0,8
4070,Liam Ridgewell,984,1984-07-21,England,500000.0,62
4072,Peter Crouch,1132,1981-01-30,England,1000000.0,53
4075,Luke Moore,2292,1986-02-13,England,700000.0,63
4086,Darren Ambrose,441,1984-02-29,England,300000.0,51
4094,Frazer Richardson,180,1982-10-29,England,350000.0,57
4095,Matthew Kilgallon,2999,1984-01-08,England,300000.0,13
4111,Garry Monk,2288,1979-03-06,England,500000.0,32
4112,Rory Delap,512,1976-07-06,Ireland,250000.0,35
4115,Chris Baird,984,1982-02-25,Northern Ireland,250000.0,11
4133,Richie Ryan,1519,1985-01-06,Ireland,100000.0,25
4158,Anthony Lurling,132,1977-04-22,Netherlands,100000.0,11
4188,Ricardo Quaresma,2420,1983-09-26,Portugal,300000.0,28
4190,Brian Murphy,603,1983-05-07,Ireland,10000.0,55
4192,Rafael van der Vaart,3426,1983-02-11,Netherlands,200000.0,32
4205,Bobby Zamora,1039,1981-01-16,England,750000.0,7
4208,Dominik Reinhardt,167,1984-12-19,Germany,50000.0,22
4216,Florent Sinama-Pongolle,1519,1984-10-20,France,250000.0,69
4217,Anthony Le Tallec,3060,1984-10-03,France,250000.0,69
4219,David Fox,1123,1983-12-13,England,250000.0,52
4233,Adam Federici,989,1985-01-31,Australia,250000.0,41
4241,Joleon Lescott,2441,1982-08-16,England,1000000.0,72
4248,Diego,36,1985-02-28,Brazil,300000.0,10
4251,Callum Davidson,2578,1976-06-25,Scotland,150000.0,17
4257,Samuel Eto'o,2293,1981-03-10,Cameroon,1000000.0,65
4267,Tim Howard,29,1979-03-06,United States,300000.0,11
4276,Carlos Tevez,506,1984-02-05,Argentina,300000.0,31
4277,Philippe Senderos,124,1985-02-14,Switzerland,300000.0,8
4310,Bogdan Lobont,12,1978-01-18,Romania,100000.0,64
4311,Maarten Stekelenburg,610,1982-09-22,Argentina,75000.0,45
4314,Cristian Chivu,46,1980-10-26,Romania,800000.0,45
4315,Johnny Heitinga,610,1983-11-15,Netherlands,1000000.0,29
4316,Petri Pasanen,678,1980-09-24,Finland,100000.0,68
4317,Maxwell,583,1981-08-27,Brazil,1000000.0,20
4321,Steven Pienaar,289,1982-03-17,South Africa,500000.0,52
4323,Jelle Van Damme,1096,1983-10-10,Belgium,100000.0,63
4327,Nourdin Boukhari,235,1980-06-30,Morocco,200000.0,25
4334,Jelle ten Rouwelaar,132,1980-12-24,Netherlands,250000.0,49
4337,Kasper Bögelund,1053,1980-10-08,Denmark,250000.0,9
4338,Wilfred Bouma,383,1978-06-15,Netherlands,1000000.0,22
4344,Michael Lamey,235,1979-11-29,Netherlands,250000.0,38
4349,Theo Lucius,235,1976-12-19,Netherlands,250000.0,13
4351,Remco van der Schaaf,5724,1979-02-28,Netherlands,100000.0,64
4357,Klaas-Jan Huntelaar,610,1983-08-12,Netherlands,800000.0,6
4359,Adil Ramzi,192,1977-07-14,Morocco,400000.0,36
4360,Arjen Robben,202,1984-01-23,Netherlands,200000.0,73
4361,Dennis Rommedahl,235,1978-07-22,Denmark,100000.0,32
4371,Glenn Loovens,142,1983-10-22,Netherlands,750000.0,61
4377,Thomas Buffel,3508,1981-02-19,Belgium,100000.0,24
4380,Robin van Persie,234,1983-08-06,Netherlands,1500000.0,15
4383,Johan Elmander,206,1981-05-27,Sweden,75000.0,16
4384,Yves Lenaerts,2727,1983-02-27,Belgium,150000.0,59
4391,Boy Waterman,383,1984-01-24,Netherlands,75000.0,49
4403,Daniel Jensen,5817,1979-06-25,Denmark,100000.0,62
4408,Santi Kolk,1268,1981-10-02,Netherlands,600000.0,31
4410,Marcel Seip,1426,1982-04-05,Netherlands,150000.0,17
4415,Tim Cornelisse,403,1978-04-03,Netherlands,100000.0,75
4424,Nicky Hofs,403,1983-05-17,Netherlands,1000000.0,0
4425,Theo Janssen,499,1981-07-27,Netherlands,2500000.0,72
4429,Matthew Amoah,1304,1980-10-24,Ghana,400000.0,75
4451,Orlando Engelaar,317,1979-08-24,Netherlands,250000.0,19
4452,Robbie Haemhouts,132,1983-12-09,Belgium,200000.0,49
4456,Arne Slot,1269,1978-09-17,Netherlands,400000.0,64
4471,Robert van Boxel,133,1983-01-20,Netherlands,50000.0,52
4487,Khalid Sinouh,467,1975-05-02,Morocco,100000.0,68
4489,Khalid Boulahrouz,234,1981-12-28,Netherlands,400000.0,67
4513,Dennis Gentenaar,467,1975-09-30,Netherlands,100000.0,74
4517,Jeffrey Leiwakabessy,467,1981-02-23,Netherlands,100000.0,26
4519,Rob Wielaert,192,1978-12-29,Netherlands,350000.0,17
4520,Peter Wisgerhof,317,1979-11-19,Netherlands,500000.0,17
4531,Frank Demouge,192,1982-06-25,Netherlands,350000.0,27
4533,Anouar Hadouir,798,1982-09-14,Netherlands,150000.0,8
4538,Theo Zwarthoed,132,1982-11-19,Netherlands,100000.0,39
4563,Joris Mathijsen,234,1980-04-05,Netherlands,1000000.0,75
4570,Denny Landzaat,317,1976-05-06,Netherlands,100000.0,49
4573,Marcel Meeuwis,1426,1980-10-31,Netherlands,800000.0,65
4582,Sander Boschker,317,1970-10-20,Netherlands,100000.0,47
4592,Ji-sung Park,383,1981-02-25,"Korea, South",2000000.0,19
4605,Vladan Kujovic,2282,1978-08-23,Serbia,200000.0,74
4607,Roel Brouwers,192,1981-11-28,Netherlands,400000.0,20
4624,Jos Hooiveld,317,1983-04-22,Netherlands,175000.0,37
4634,Arnold Kruiswijk,499,1984-11-02,Netherlands,200000.0,3
4638,Joost Broerse,1269,1979-05-08,Netherlands,250000.0,26
4669,Mitchell Piqué,403,1979-11-20,Netherlands,200000.0,5
4672,Nigel de Jong,39,1984-11-30,Netherlands,400000.0,64
4673,Wesley Sneijder,417,1984-06-09,Netherlands,3000000.0,68
4676,Cedric van der Gun,200,1979-05-05,Netherlands,500000.0,29
4678,Markus Berger,7179,1985-01-21,Austria,350000.0,1
4687,Aaron Hunt,41,1986-09-04,Germany,250000.0,26
4691,Peter Niemeyer,105,1983-11-22,Germany,200000.0,66
4693,Wilko de Vogt,132,1975-09-17,Netherlands,50000.0,20
4698,Stijn Schaars,306,1984-01-11,Netherlands,500000.0,27
4740,Daniel Van Buyten,27,1978-02-07,Belgium,1000000.0,38
4742,Christophe Lepoint,2715,1984-10-24,Italy,50000.0,54
4746,David Yelldell,15,1981-10-01,United States,100000.0,42
4750,Kenny Miller,1241,1979-12-23,Scotland,50000.0,31
4755,Grégory Vignal,1519,1981-07-19,France,50000.0,35
4763,Bo Storm,5817,1987-02-03,Denmark,100000.0,54
4793,Steve von Bergen,458,1983-06-10,Switzerland,1000000.0,23
4796,Kader Mangane,667,1983-03-23,Senegal,500000.0,40
4811,Hilton,969,1977-09-13,Brazil,150000.0,26
4829,Rabiu Afolabi,5817,1980-04-18,Nigeria,200000.0,7
4873,Armand Deumi,1506,1979-03-12,Cameroon,50000.0,65
4902,Lamine Diarra,589,1983-12-20,Senegal,50000.0,0
5017,Niklas Moisander,86,1985-09-29,Finland,300000.0,66
5023,Gianluigi Buffon,506,1978-01-28,Italy,1000000.0,3
5072,Thomas Kessler,3,1986-01-20,Germany,250000.0,27
5169,Hélder Postiga,2425,1982-08-02,Portugal,500000.0,64
5245,Alexandru Gatcan,1083,1984-03-27,Moldova,50000.0,28
5278,Alexander Manninger,31,1977-06-04,Austria,200000.0,30
5281,Flavio Roma,162,1974-06-21,Italy,50000.0,34
5283,Éric Abidal,683,1979-09-11,France,1000000.0,72
5285,Patrice Evra,244,1981-05-15,France,1000000.0,56
5286,Gaël Givet,14171,1981-10-09,France,250000.0,58
5293,Sébastien Squillaci,595,1980-08-11,France,250000.0,75
5299,Ludovic Giuly,1158,1976-07-10,France,400000.0,73
5300,Jérôme Rothen,595,1978-03-31,France,250000.0,54
5303,Souleymane Camara,969,1982-12-22,Senegal,200000.0,43
5308,Cédric Carrasso,141,1981-12-30,France,250000.0,31
5309,Damien Grégorini,1159,1979-03-02,France,400000.0,35
5315,Abdoulaye Méïté,653,1980-10-06,Cote d'Ivoire,25000.0,60
5336,Anastasios Tsokanis,60949,1991-05-02,Greece,450000.0,70
5338,Rémy Vercoutre,1162,1980-06-26,France,250000.0,56
5339,Jérémie Bréchet,3558,1979-08-14,France,250000.0,16
5345,Youssouf Hadji,1159,1980-02-25,Morocco,250000.0,57
5348,Florent Balmont,2969,1980-02-02,France,250000.0,25
5352,Mahamadou Diarra,931,1981-05-18,Mali,750000.0,68
5357,Sidney Govou,14171,1979-07-27,France,600000.0,0
5376,Camel Meriem,417,1979-10-18,France,300000.0,40
5393,Sylvain Monsoreau,1095,1981-03-20,France,150000.0,25
